ENSEMBL,ENTREZID,SYMBOL,type,pi_value_C9,pi_value_C12,pi_value_C15,pi_value_C9_C12_C15,description,summary_entrez,summary_genecard,summary_uniport,summary_Tocris,summary_CIViC
ENSG00000050165,27122,DKK3,RNA Gene,2.05495095991095,0.0326181016728997,0.251232564716303,2.05495095991095,BLOC1S5-TXNDC5 Readthrough (NMD Candidate),Entrez Gene Summary for BLOC1S5-TXNDC5 Gene This locus represents naturally occurring read-through transcription between the neighboring MUTED (muted homolog) and TXNDC5 (thioredoxin domain containing 5) genes on chromosome 6. The read-through transcript ,GeneCards Summary for BLOC1S5-TXNDC5 Gene BLOC1S5-TXNDC5 (BLOC1S5-TXNDC5 Readthrough (NMD Candidate)) is an RNA Gene_ and is affiliated with the ncRNA class.Gene Ontology (GO) annotations related to this gene include isomerase activity.An important paralo,Additional gene information for BLOC1S5-TXNDC5 Gene HGNC(42001)Entrez Gene(100526836)Ensembl(ENSG00000259040)UniProtKB(H3BN57)RNACentral(BLOC1S5-TXNDC5) Monarch InitiativeSearch for BLOC1S5-TXNDC5 at DataMedSearch for BLOC1S5-TXNDC5 at HumanCyc,NA,NA
ENSG00000168502,23255,MTCL1,Protein Coding,1.14663706550837,0.0714567608574017,1.78973872607117,2.05218076088893,Growth Arrest Specific 2,Entrez Gene Summary for GAS2 Gene The protein encoded by this gene is a caspase-3 substrate that plays a role in regulating microfilament and cell shape changes during apoptosis. It can also modulate cell susceptibility to p53-dependent apoptosis by inhib,GeneCards Summary for GAS2 Gene GAS2 (Growth Arrest Specific 2) is a Protein Coding gene.Diseases associated with GAS2 include Fanconi Anemia_ Complementation Group F and Gnathodiaphyseal Dysplasia.Among its related pathways are ERK Signaling and Akt Sign,UniProtKB/Swiss-Prot for GAS2 GeneGAS2_HUMAN_O43903May play a role in apoptosis by acting as a cell death substrate for caspases. Is cleaved during apoptosis and the cleaved form induces dramatic rearrangements of the actin cytoskeleton and potent changes,NA,NA
ENSG00000188171,199777,ZNF626,Protein Coding,2.05092538641043,0.308173164362076,0.480052093992399,2.05092538641043,SYNJ2BP-COX16 Readthrough,Entrez Gene Summary for SYNJ2BP-COX16 Gene This locus represents naturally occurring read-through transcription between the neighboring SYNJ2BP (synaptojanin 2 binding protein) and COX16 (COX16 cytochrome c oxidase assembly homolog (S. cerevisiae)) genes ,GeneCards Summary for SYNJ2BP-COX16 Gene SYNJ2BP-COX16 (SYNJ2BP-COX16 Readthrough) is a Protein Coding gene.An important paralog of this gene is SYNJ2BP. ,Additional gene information for SYNJ2BP-COX16 Gene HGNC(48350)Entrez Gene(100529257)Ensembl(ENSG00000258644)UniProtKB(A0A087WTA2)UniProtKB(A0A087WUM0)UniProtKB(A0A087WYV9)UniProtKB(A0A087WX56)UniProtKB(A0A087X1F5) Search for SYNJ2BP-COX16 at DataMedSearch,NA,NA
ENSG00000198963,6096,RORB,Protein Coding,0.204214176358509,0.143070131392245,2.04267385344914,2.04267385344914,Leiomodin 3,Entrez Gene Summary for LMOD3 Gene The protein encoded by this gene is a member of the leiomodin family of proteins. This protein contains three actin-binding domains_ a tropomyosin domain, a leucine-rich repeat domain, and a Wiskott-Aldrich syndrome prot,GeneCards Summary for LMOD3 Gene LMOD3 (Leiomodin 3) is a Protein Coding gene.Diseases associated with LMOD3 include Nemaline Myopathy 10 and Severe Congenital Nemaline Myopathy.Gene Ontology (GO) annotations related to this gene include actin monomer bin,UniProtKB/Swiss-Prot for LMOD3 GeneLMOD3_HUMAN_Q0VAK6Essential for the organization of sarcomeric actin thin filaments in skeletal muscle (PubMed:25250574). Increases the rate of actin polymerization (PubMed:25250574).,NA,NA
ENSG00000242689,1270,CNTF,Protein Coding,0.0192046967160062,2.0369593334865,0.45368168790363,2.0369593334865,Myosin XVA,Entrez Gene Summary for MYO15A Gene This gene encodes an unconventional myosin. This protein differs from other myosins in that it has a long N-terminal extension preceding the conserved motor domain. Studies in mice suggest that this protein is necessary,GeneCards Summary for MYO15A Gene MYO15A (Myosin XVA) is a Protein Coding gene.Diseases associated with MYO15A include Deafness_ Autosomal Recessive 3 and Non-Syndromic Genetic Deafness.Among its related pathways are ERK Signaling and Actin Nucleation by ,UniProtKB/Swiss-Prot for MYO15A GeneMYO15_HUMAN_Q9UKN7Myosins are actin-based motor molecules with ATPase activity. Unconventional myosins serve in intracellular movements. Their highly divergent tails are presumed to bind to membranous compartments, whic,NA,NA
ENSG00000240563,54596,L1TD1,Protein Coding,1.03586374121731,1.95781154163599,0.185524610537017,2.02802598811747,Derlin 3,Entrez Gene Summary for DERL3 Gene The protein encoded by this gene belongs to the derlin family_ and resides in the endoplasmic reticulum (ER). Proteins that are unfolded or misfolded in the ER must be refolded or degraded to maintain the homeostasis of ,GeneCards Summary for DERL3 Gene DERL3 (Derlin 3) is a Protein Coding gene.Diseases associated with DERL3 include Rhabdoid Tumor Predisposition Syndrome 1 and Tumor Predisposition Syndrome.Among its related pathways are Protein processing in endoplasmic r,UniProtKB/Swiss-Prot for DERL3 GeneDERL3_HUMAN_Q96Q80Functional component of endoplasmic reticulum-associated degradation (ERAD) for misfolded lumenal glycoproteins, but not that of misfolded nonglycoproteins. May act by forming a channel that allows the ,NA,NA
ENSG00000154263,10349,ABCA10,Protein Coding,2.53573243636104,0.799276211659369,0.0207416056962416,2.02675061551644,S100 Calcium Binding Protein A8,Entrez Gene Summary for S100A8 Gene The protein encoded by this gene is a member of the S100 family of proteins containing 2 EF-hand calcium-binding motifs. S100 proteins are localized in the cytoplasm and/or nucleus of a wide range of cells_ and involved,GeneCards Summary for S100A8 Gene S100A8 (S100 Calcium Binding Protein A8) is a Protein Coding gene.Diseases associated with S100A8 include Duodenal Ulcer and Cystic Fibrosis.Among its related pathways are Defensins and Activated TLR4 signalling.Gene Onto,UniProtKB/Swiss-Prot for S100A8 GeneS10A8_HUMAN_P05109S100A8 is a calcium- and zinc-binding protein which plays a prominent role in the regulation of inflammatory processes and immune response. It can induce neutrophil chemotaxis and adhesion. Predominant,NA,NA
ENSG00000177380,8541,PPFIA3,Protein Coding,2.25197571265388,0.888097422560191,0.0045683528449984,1.99997382607606,G2 And S-Phase Expressed 1,Entrez Gene Summary for GTSE1 Gene The protein encoded by this gene is only expressed in the S and G2 phases of the cell cycle_ where it colocalizes with cytoplasmic tubulin and microtubules. In response to DNA damage, the encoded protein accumulates in t,GeneCards Summary for GTSE1 Gene GTSE1 (G2 And S-Phase Expressed 1) is a Protein Coding gene.Among its related pathways are Cell Cycle_ Mitotic and Regulation of PLK1 Activity at G2/M Transition. ,UniProtKB/Swiss-Prot for GTSE1 GeneGTSE1_HUMAN_Q9NYZ3May be involved in p53-induced cell cycle arrest in G2/M phase by interfering with microtubule rearrangements that are required to enter mitosis. Overexpression delays G2/M phase progression.,NA,NA
ENSG00000148143,58499,ZNF462,Protein Coding,1.9939697324146,0.339397183384632,0.293562557054224,1.9939697324146,Serine Protease 1,Entrez Gene Summary for PRSS1 Gene This gene encodes a trypsinogen_ which is a member of the trypsin family of serine proteases. This enzyme is secreted by the pancreas and cleaved to its active form in the small intestine. It is active on peptide linkage,GeneCards Summary for PRSS1 Gene PRSS1 (Serine Protease 1) is a Protein Coding gene.Diseases associated with PRSS1 include Pancreatitis_ Hereditary and Trypsinogen Deficiency.Among its related pathways are Metabolism and Collagen chain trimerization.Gene ,UniProtKB/Swiss-Prot for PRSS1 GeneTRY1_HUMAN_P07477Has activity against the synthetic substrates Boc-Phe-Ser-Arg-Mec, Boc-Leu-Thr-Arg-Mec, Boc-Gln-Ala-Arg-Mec and Boc-Val-Pro-Arg-Mec. The single-chain form is more active than the two-chain form against a,NA,NA
ENSG00000255152,100532732,MSH5-SAPCD1,Protein Coding,1.16570113762117,1.70974102048338,0.0606649696228823,1.99304705261505,Kazrin_ Periplakin Interacting Protein,Entrez Gene Summary for KAZN Gene This gene encodes a protein that plays a role in desmosome assembly_ cell adhesion, cytoskeletal organization, and epidermal differentiation. This protein co-localizes with desmoplakin and the cytolinker protein periplaki,GeneCards Summary for KAZN Gene KAZN (Kazrin_ Periplakin Interacting Protein) is a Protein Coding gene.Among its related pathways are Keratinization and Developmental Biology.An important paralog of this gene is PPFIA1. ,UniProtKB/Swiss-Prot for KAZN GeneKAZRN_HUMAN_Q674X7Component of the cornified envelope of keratinocytes. May be involved in the interplay between adherens junctions and desmosomes. The function in the nucleus is not known.,NA,NA
ENSG00000270316,100528007,BORCS7-ASMT,NA,0.0476428953448274,0.155715636792869,1.98841563872871,1.98841563872871,NA,NA,NA,NA,NA,NA
ENSG00000100197,1565,CYP2D6,Protein Coding,0.384021933929736,1.95796963345202,0.499596831262895,1.95796963345202,Tetratricopeptide Repeat Domain 26,Additional gene information for TTC26 Gene HGNC(21882)Entrez Gene(79989)Ensembl(ENSG00000105948)OMIM(617453)UniProtKB(A0AVF1) Search for TTC26 at DataMedSearch for TTC26 at HumanCyc,GeneCards Summary for TTC26 Gene TTC26 (Tetratricopeptide Repeat Domain 26) is a Protein Coding gene.Diseases associated with TTC26 include Joubert Syndrome 1.Among its related pathways are Organelle biogenesis and maintenance and Intraflagellar transport,UniProtKB/Swiss-Prot for TTC26 GeneIFT56_HUMAN_A0AVF1Component of the intraflagellar transport (IFT) complex B required for transport of proteins in the motile cilium. Required for transport of specific ciliary cargo proteins related to motility, while it,NA,NA
ENSG00000272921,NA,NA,Protein Coding,2.02591989332641,0.964569296345237,0.0616750497288679,1.95414012595767,MAGI Family Member_ X-Linked,Additional gene information for MAGIX Gene HGNC(30006)Entrez Gene(79917)Ensembl(ENSG00000269313)UniProtKB(Q9H6Y5) Search for MAGIX at DataMedSearch for MAGIX at HumanCyc,GeneCards Summary for MAGIX Gene MAGIX (MAGI Family Member_ X-Linked) is a Protein Coding gene.An important paralog of this gene is MAGI2. ,Additional gene information for MAGIX Gene HGNC(30006)Entrez Gene(79917)Ensembl(ENSG00000269313)UniProtKB(Q9H6Y5) Search for MAGIX at DataMedSearch for MAGIX at HumanCyc,NA,NA
ENSG00000112139,266727,MDGA1,Protein Coding,1.54325082755257,0.0680157702558884,1.2631465835676,1.9493520104109,Protein Phosphatase_ Mg2+/Mn2+ Dependent 1N (Putative),Additional gene information for PPM1N Gene HGNC(26845)Entrez Gene(147699)Ensembl(ENSG00000213889)UniProtKB(Q8N819) Search for PPM1N at DataMedSearch for PPM1N at HumanCyc,GeneCards Summary for PPM1N Gene PPM1N (Protein Phosphatase_ Mg2+/Mn2+ Dependent 1N (Putative)) is a Protein Coding gene.Gene Ontology (GO) annotations related to this gene include magnesium ion binding and manganese ion binding.An important paralog of th,Additional gene information for PPM1N Gene HGNC(26845)Entrez Gene(147699)Ensembl(ENSG00000213889)UniProtKB(Q8N819) Search for PPM1N at DataMedSearch for PPM1N at HumanCyc,NA,NA
ENSG00000267426,NA,NA,Protein Coding,0.130356383156113,1.9479407018308,0.112058915391094,1.9479407018308,3-Hydroxyanthranilate 3_4-Dioxygenase,Entrez Gene Summary for HAAO Gene 3-Hydroxyanthranilate 3_4-dioxygenase is a monomeric cytosolic protein belonging to the family of intramolecular dioxygenases containing nonheme ferrous iron. It is widely distributed in peripheral organs, such as liver a,GeneCards Summary for HAAO Gene HAAO (3-Hydroxyanthranilate 3_4-Dioxygenase) is a Protein Coding gene.Diseases associated with HAAO include Vertebral, Cardiac, Renal, And Limb Defects Syndrome 1.Among its related pathways are superpathway of tryptophan ut,UniProtKB/Swiss-Prot for HAAO Gene3HAO_HUMAN_P46952Catalyzes the oxidative ring opening of 3-hydroxyanthranilate to 2-amino-3-carboxymuconate semialdehyde, which spontaneously cyclizes to quinolinate.,NA,NA
ENSG00000284755,55924,INKA2,NA,1.11942841509666,0.0823715460189966,1.73535117644181,1.94260141708038,NA,NA,NA,NA,NA,NA
ENSG00000259522,NA,NA,Protein Coding,2.60479659721435,0.221955830653432,0.741338596513711,1.93103625358258,Small Integral Membrane Protein 1 (Vel Blood Group),Entrez Gene Summary for SMIM1 Gene This gene encodes a small_ conserved protein that participates in red blood cell formation. The encoded protein is localized to the cell membrane and is the antigen for the Vel blood group. Alternative splicing results i,GeneCards Summary for SMIM1 Gene SMIM1 (Small Integral Membrane Protein 1 (Vel Blood Group)) is a Protein Coding gene.Diseases associated with SMIM1 include Blood Group_ Vel System and Blood Group Incompatibility. ,UniProtKB/Swiss-Prot for SMIM1 GeneSMIM1_HUMAN_B2RUZ4Regulator of red blood cell formation.,NA,NA
ENSG00000169435,166824,RASSF6,Protein Coding,2.50097936774703,0.76741965280481,0.36753568554941,1.91930071806842,U2 Small Nuclear RNA Auxiliary Factor 1,Entrez Gene Summary for U2AF1 Gene This gene belongs to the splicing factor SR family of genes. U2 auxiliary factor_ comprising a large and a small subunit, is a non-snRNP protein required for the binding of U2 snRNP to the pre-mRNA branch site. This gene,GeneCards Summary for U2AF1 Gene U2AF1 (U2 Small Nuclear RNA Auxiliary Factor 1) is a Protein Coding gene.Diseases associated with U2AF1 include Myelodysplastic Syndrome and Myeloid Leukemia.Among its related pathways are mRNA Splicing - Major Pathway and,UniProtKB/Swiss-Prot for U2AF1 GeneU2AF1_HUMAN_Q01081Plays a critical role in both constitutive and enhancer-dependent splicing by mediating protein-protein interactions and protein-RNA interactions required for accurate 3-splice site selection. Recruits ,NA,CIViC summary for U2AF1 Gene U2AF1 is one of several spliceosome complex genes frequently mutated in a variety of hematologic malignancies_ particularly de novo myelodysplastic syndromes (MDS), as well as solid tumors such as lung and pancreatic cancers. 
ENSG00000282034,NA,NA,Protein Coding,0.996005295743874,1.89755465453202,0.00152353691307608,1.88997448487733,Keratin 18,Entrez Gene Summary for KRT18 Gene KRT18 encodes the type I intermediate filament chain keratin 18. Keratin 18_ together with its filament partner keratin 8, are perhaps the most commonly found members of the intermediate filament gene family. They are ex,GeneCards Summary for KRT18 Gene KRT18 (Keratin 18) is a Protein Coding gene.Diseases associated with KRT18 include Cryptogenic Cirrhosis and Epithelioid Trophoblastic Tumor.Among its related pathways are ERK Signaling and Cytoskeletal Signaling.Gene Onto,UniProtKB/Swiss-Prot for KRT18 GeneK1C18_HUMAN_P05783Involved in the uptake of thrombin-antithrombin complexes by hepatic cells (By similarity). When phosphorylated, plays a role in filament reorganization. Involved in the delivery of mutated CFTR to the ,NA,CIViC summary for KRT18 Gene
ENSG00000164638,222962,SLC29A4,NA,0.430713473645105,0.333179376456721,1.85669044037953,1.85669044037953,NA,NA,NA,NA,NA,NA
ENSG00000147536,84296,GINS4,Protein Coding,1.83991850614936,0.228021666124908,0.122198851005532,1.83991850614936,BTG Anti-Proliferation Factor 2,Entrez Gene Summary for BTG2 Gene The protein encoded by this gene is a member of the BTG/Tob family. This family has structurally related proteins that appear to have antiproliferative properties. This encoded protein is involved in the regulation of the,GeneCards Summary for BTG2 Gene BTG2 (BTG Anti-Proliferation Factor 2) is a Protein Coding gene.Among its related pathways are Gene Expression and Direct p53 effectors.Gene Ontology (GO) annotations related to this gene include transcriptional activator a,UniProtKB/Swiss-Prot for BTG2 GeneBTG2_HUMAN_P78543Anti-proliferative protein; the function is mediated by association with deadenylase subunits of the CCR4-NOT complex. Activates mRNA deadenylation in a CNOT6 and CNOT7-dependent manner. In vitro can inhi,NA,NA
ENSG00000164283,11082,ESM1,Protein Coding,1.03136012818223,0.0681130024628915,1.78389622431323,1.83983943857149,Keratin 73,Entrez Gene Summary for KRT73 Gene Keratins are intermediate filament proteins responsible for the structural integrity of epithelial cells and are subdivided into epithelial keratins and hair keratins. This gene encodes a protein that is expressed in the,GeneCards Summary for KRT73 Gene KRT73 (Keratin 73) is a Protein Coding gene.Among its related pathways are Keratinization and Developmental Biology.Gene Ontology (GO) annotations related to this gene include structural molecule activity.An important para,UniProtKB/Swiss-Prot for KRT73 GeneK2C73_HUMAN_Q86Y46Has a role in hair formation. Specific component of keratin intermediate filaments in the inner root sheath (IRS) of the hair follicle (Probable).,NA,NA
ENSG00000196421,284739,C20orf204,Protein Coding,1.83158265143167,0.214373835558524,0.248991345879752,1.83158265143167,Mitochondrially Encoded ATP Synthase Membrane Subunit 8,Additional gene information for MT-ATP8 Gene HGNC(7415)Entrez Gene(4509)Ensembl(ENSG00000228253)OMIM(516070)UniProtKB(P03928) Monarch InitiativeSearch for MT-ATP8 at DataMedSearch for MT-ATP8 at HumanCyc,GeneCards Summary for MT-ATP8 Gene MT-ATP8 (Mitochondrially Encoded ATP Synthase Membrane Subunit 8) is a Protein Coding gene.Diseases associated with MT-ATP8 include Isolated Atp Synthase Deficiency and Periodic Paralysis With Later-Onset Distal Motor Ne,UniProtKB/Swiss-Prot for MT-ATP8 GeneATP8_HUMAN_P03928Mitochondrial membrane ATP synthase (F(1)F(0) ATP synthase or Complex V) produces ATP from ADP in the presence of a proton gradient across the membrane which is generated by electron transport complexe,NA,NA
ENSG00000197409,8351,HIST1H3D,Protein Coding,1.52883417369246,1.18534665319151,0.000785754623023846,1.81219847107117,FosB Proto-Oncogene_ AP-1 Transcription Factor Subunit,Entrez Gene Summary for FOSB Gene The Fos gene family consists of 4 members: FOS_ FOSB, FOSL1, and FOSL2. These genes encode leucine zipper proteins that can dimerize with proteins of the JUN family, thereby forming the transcription factor complex AP-1. ,GeneCards Summary for FOSB Gene FOSB (FosB Proto-Oncogene_ AP-1 Transcription Factor Subunit) is a Protein Coding gene.Diseases associated with FOSB include Short-Rib Thoracic Dysplasia 2 With Or Without Polydactyly and Short-Rib Thoracic Dysplasia 1 With,UniProtKB/Swiss-Prot for FOSB GeneFOSB_HUMAN_P53539FosB interacts with Jun proteins enhancing their DNA binding activity.,NA,NA
ENSG00000189253,642446,TRIM64B,Protein Coding,2.74145139464889,0.265074298086255,0.659659044890597,1.80842320860808,6-Phosphofructo-2-Kinase/Fructose-2_6-Biphosphatase 3,Entrez Gene Summary for PFKFB3 Gene The protein encoded by this gene belongs to a family of bifunctional proteins that are involved in both the synthesis and degradation of fructose-2_6-bisphosphate, a regulatory molecule that controls glycolysis in eukar,GeneCards Summary for PFKFB3 Gene PFKFB3 (6-Phosphofructo-2-Kinase/Fructose-2_6-Biphosphatase 3) is a Protein Coding gene.Diseases associated with PFKFB3 include Colon Adenocarcinoma.Among its related pathways are Akt Signaling and AMP-activated Protein K,UniProtKB/Swiss-Prot for PFKFB3 GeneF263_HUMAN_Q16875Synthesis and degradation of fructose 2,6-bisphosphate.,NA,NA
ENSG00000181652,285973,ATG9B,Protein Coding,1.80231034694631,0.292126283715488,0.440900117821457,1.80231034694631,FAM47E-STBD1 Readthrough,Entrez Gene Summary for FAM47E-STBD1 Gene This locus represents naturally occurring read-through transcription between the neighboring FAM47E (family with sequence similarity 47_ member E) and STBD1 (starch binding domain 1) genes on chromosome 4. The rea,GeneCards Summary for FAM47E-STBD1 Gene FAM47E-STBD1 (FAM47E-STBD1 Readthrough) is a Protein Coding gene.An important paralog of this gene is FAM47E. ,Additional gene information for FAM47E-STBD1 Gene HGNC(44667)Entrez Gene(100631383)Ensembl(ENSG00000272414)UniProtKB(F6W5V1)UniProtKB(D6RA91) Monarch InitiativeSearch for FAM47E-STBD1 at DataMedSearch for FAM47E-STBD1 at HumanCyc,NA,NA
ENSG00000205923,752014,CEMP1,Protein Coding,1.32367889371854,0.0216236570904685,1.35322637658145,1.79123719310408,Coiled-Coil Domain Containing 36,Additional gene information for CCDC36 Gene HGNC(27945)Entrez Gene(339834)Ensembl(ENSG00000173421)UniProtKB(Q8IYA8) Search for CCDC36 at DataMedSearch for CCDC36 at HumanCyc,GeneCards Summary for CCDC36 Gene CCDC36 (Coiled-Coil Domain Containing 36) is a Protein Coding gene. ,UniProtKB/Swiss-Prot for CCDC36 GeneIHO1_HUMAN_Q8IYA8Required for DNA double-strand breaks (DSBs) formation in unsynapsed regions during meiotic recombination. Probably acts by forming a complex with MEI4 and REC114, which activates DSBs formation in unsy,NA,NA
ENSG00000165948,122509,IFI27L1,NA,1.79037913260112,0.311948991576922,0.122917118444708,1.79037913260112,NA,NA,NA,NA,NA,NA
ENSG00000240764,56097,PCDHGC5,Protein Coding,2.99182513623519,0.125949034011441,0.595960812269162,1.78301053835802,Solute Carrier Family 47 Member 1,Entrez Gene Summary for SLC47A1 Gene This gene is located within the Smith-Magenis syndrome region on chromosome 17. It encodes a protein of unknown function. [provided by RefSeq_ Jul 2008],GeneCards Summary for SLC47A1 Gene SLC47A1 (Solute Carrier Family 47 Member 1) is a Protein Coding gene.Among its related pathways are Transport of glucose and other sugars_ bile salts and organic acids, metal ions and amine compounds and Gefitinib Pathwa,UniProtKB/Swiss-Prot for SLC47A1 GeneS47A1_HUMAN_Q96FL8Solute transporter for tetraethylammonium (TEA), 1-methyl-4-phenylpyridinium (MPP), cimetidine, N-methylnicotinamide (NMN), metformin, creatinine, guanidine, procainamide, topotecan, estrone sulfate, ,NA,NA
ENSG00000166803,9768,PCLAF,Protein Coding,2.26848619238222,0.0438043929382866,0.785474585326783,1.78183825128096,Leucine Rich Repeat Containing 39,Additional gene information for LRRC39 Gene HGNC(28228)Entrez Gene(127495)Ensembl(ENSG00000122477)UniProtKB(Q96DD0) Search for LRRC39 at DataMedSearch for LRRC39 at HumanCyc,GeneCards Summary for LRRC39 Gene LRRC39 (Leucine Rich Repeat Containing 39) is a Protein Coding gene.An important paralog of this gene is LRRC2. ,UniProtKB/Swiss-Prot for LRRC39 GeneLRC39_HUMAN_Q96DD0Component of the sarcomeric M-band which plays a role in myocyte response to biomechanical stress. May regulate expression of other M-band proteins via an SRF-dependent pathway. Important for normal co,NA,NA
ENSG00000133962,79820,CATSPERB,Protein Coding,1.77974153072587,0.121415904661517,0.418247162846142,1.77974153072587,Polyamine Modulated Factor 1 Binding Protein 1,Additional gene information for PMFBP1 Gene HGNC(17728)Entrez Gene(83449)Ensembl(ENSG00000118557)UniProtKB(Q8TBY8) Monarch InitiativeSearch for PMFBP1 at DataMedSearch for PMFBP1 at HumanCyc,GeneCards Summary for PMFBP1 Gene PMFBP1 (Polyamine Modulated Factor 1 Binding Protein 1) is a Protein Coding gene. ,UniProtKB/Swiss-Prot for PMFBP1 GenePMFBP_HUMAN_Q8TBY8May play a role in sperm morphology especially the sperm tail and consequently affect fertility. May also be involved in the general organization of cellular cytoskeleton.,NA,NA
ENSG00000172014,728747,ANKRD20A4,RNA Gene,1.77774228704772,0.261918969534587,0.0849976005538407,1.77774228704772,MSH5-SAPCD1 Readthrough (NMD Candidate),Entrez Gene Summary for MSH5-SAPCD1 Gene This locus represents naturally occurring read-through transcription between the neighboring mutS homolog 5 (MSH5) and chromosome 6 open reading frame 26 (C6orf26) genes. The read-through transcript is a candidate ,GeneCards Summary for MSH5-SAPCD1 Gene MSH5-SAPCD1 (MSH5-SAPCD1 Readthrough (NMD Candidate)) is an RNA Gene_ and is affiliated with the ncRNA class.Diseases associated with MSH5-SAPCD1 include Premature Ovarian Failure 13.Gene Ontology (GO) annotations re,Additional gene information for MSH5-SAPCD1 Gene HGNC(41994)Entrez Gene(100532732)Ensembl(ENSG00000255152)UniProtKB(A0A0G2JJ70)UniProtKB(A0A024RCV8)UniProtKB(H0YF11)UniProtKB(H0YEB2)RNACentral(MSH5-SAPCD1) Monarch InitiativeSearch for MSH5-SAPCD1 at DataM,NA,NA
ENSG00000117318,3399,ID3,Protein Coding,1.77722946750802,0.156241828306252,0.29523990728361,1.77722946750802,Sulfotransferase Family 1A Member 4,Entrez Gene Summary for SULT1A4 Gene Sulfotransferase enzymes catalyze the sulfate conjugation of many hormones_ neurotransmitters, drugs, and xenobiotic compounds. These cytosolic enzymes are different in their tissue distributions and substrate specific,GeneCards Summary for SULT1A4 Gene SULT1A4 (Sulfotransferase Family 1A Member 4) is a Protein Coding gene.Among its related pathways are Sulfation Biotransformation Reaction and Cytochrome P450 - arranged by substrate type.Gene Ontology (GO) annotations r,UniProtKB/Swiss-Prot for SULT1A4 GeneST1A4_HUMAN_P0DMN0Sulfotransferase that utilizes 3-phospho-5-adenylyl sulfate (PAPS) as sulfonate donor to catalyze the sulfate conjugation of phenolic monoamines (neurotransmitters such as dopamine, norepinephrine and,NA,NA
ENSG00000172568,408263,FNDC9,Protein Coding,0.132377931154543,1.31025492674944,1.3529672922291,1.77273206037403,EPH Receptor B4,Entrez Gene Summary for EPHB4 Gene Ephrin receptors and their ligands_ the ephrins, mediate numerous developmental processes, particularly in the nervous system. Based on their structures and sequence relationships, ephrins are divided into the ephrin-A (,GeneCards Summary for EPHB4 Gene EPHB4 (EPH Receptor B4) is a Protein Coding gene.Diseases associated with EPHB4 include Hydrops Fetalis_ Nonimmune, And/Or Atrial Septal Defect and Hydrops Fetalis.Among its related pathways are ERK Signaling and Akt Signa,UniProtKB/Swiss-Prot for EPHB4 GeneEPHB4_HUMAN_P54760Receptor tyrosine kinase which binds promiscuously transmembrane ephrin-B family ligands residing on adjacent cells, leading to contact-dependent bidirectional signaling into neighboring cells. The sign,Tocris Summary for EPHB4 GeneEph receptors are the largest family of receptor tyrosine kinases (RTKs) and are divided into two subclasses_ EphA and EphB. Originally identified as mediators of axon guidance, Eph receptors are implicated in many processes, ,CIViC summary for EPHB4 Gene
ENSG00000133477,113828,FAM83F,Protein Coding,2.32753170042962,0.758383509564878,0.0384285134489528,1.76516165959533,EPH Receptor A2,Entrez Gene Summary for EPHA2 Gene This gene belongs to the ephrin receptor subfamily of the protein-tyrosine kinase family. EPH and EPH-related receptors have been implicated in mediating developmental events_ particularly in the nervous system. Receptor,GeneCards Summary for EPHA2 Gene EPHA2 (EPH Receptor A2) is a Protein Coding gene.Diseases associated with EPHA2 include Cataract 6_ Multiple Types and Early-Onset Posterior Subcapsular Cataract.Among its related pathways are ERK Signaling and Akt Signali,UniProtKB/Swiss-Prot for EPHA2 GeneEPHA2_HUMAN_P29317Receptor tyrosine kinase which binds promiscuously membrane-bound ephrin-A family ligands residing on adjacent cells, leading to contact-dependent bidirectional signaling into neighboring cells. The sig,Tocris Summary for EPHA2 GeneEph receptors are the largest family of receptor tyrosine kinases (RTKs) and are divided into two subclasses_ EphA and EphB. Originally identified as mediators of axon guidance, Eph receptors are implicated in many processes, ,NA
ENSG00000187066,100130348,TMEM262,Protein Coding,0.293577041149563,1.66736665067092,1.05711558210325,1.76259926750354,Ankyrin Repeat Domain 18A,Additional gene information for ANKRD18A Gene HGNC(23643)Entrez Gene(253650)Ensembl(ENSG00000180071)UniProtKB(Q8IVF6) Search for ANKRD18A at DataMedSearch for ANKRD18A at HumanCyc,GeneCards Summary for ANKRD18A Gene ANKRD18A (Ankyrin Repeat Domain 18A) is a Protein Coding gene.An important paralog of this gene is ANKRD18B. ,Additional gene information for ANKRD18A Gene HGNC(23643)Entrez Gene(253650)Ensembl(ENSG00000180071)UniProtKB(Q8IVF6) Search for ANKRD18A at DataMedSearch for ANKRD18A at HumanCyc,NA,NA
ENSG00000157456,9133,CCNB2,Protein Coding,1.75231106786063,0.152257282965346,0.260722213083386,1.75231106786063,ATP Binding Cassette Subfamily B Member 9,Entrez Gene Summary for ABCB9 Gene The membrane-associated protein encoded by this gene is a member of the superfamily of ATP-binding cassette (ABC) transporters. ABC proteins transport various molecules across extra- and intra-cellular membranes. ABC gen,GeneCards Summary for ABCB9 Gene ABCB9 (ATP Binding Cassette Subfamily B Member 9) is a Protein Coding gene.Among its related pathways are CDK-mediated phosphorylation and removal of Cdc6 and Transport of glucose and other sugars_ bile salts and organic a,UniProtKB/Swiss-Prot for ABCB9 GeneABCB9_HUMAN_Q9NP78ATP-dependent low-affinity peptide transporter which translocates a broad spectrum of peptides from the cytosol to the lysosomal lumen. Displays a broad peptide length specificity from 6-mer up to at le,NA,NA
ENSG00000164106,11341,SCRG1,NA,1.73905522090633,0.180017258631052,0.228311188052682,1.73905522090633,NA,NA,NA,NA,NA,NA
